LA_E_5551187,0.198389
LA_E_7027202,0.956278
LA_E_7084641,0.875212
LA_E_1862091,0.001611
LA_E_2453958,0.707061
LA_E_2144926,0.647918
LA_E_4360456,0.030127
LA_E_5508211,0.870307
LA_E_7338400,0.919291
LA_E_4496369,0.319655
LA_E_4565213,0.994582
LA_E_9995409,0.994423
LA_E_7322605,0.802310
LA_E_2440635,0.993837
LA_E_8621720,0.095056
LA_E_5734874,0.104038
LA_E_1824425,0.953602
LA_E_5806450,0.150073
LA_E_2472485,0.095101
LA_E_4288994,0.906595
LA_E_5573228,0.163337
LA_E_4468741,0.627296
LA_E_4931182,0.771123
LA_E_1986582,0.680115
LA_E_2308951,0.990379
LA_E_9012241,0.982430
LA_E_7780419,0.201835
LA_E_3612856,0.530739
LA_E_2943292,0.010558
LA_E_5638346,0.911000
LA_E_9983031,0.986712
LA_E_6600084,0.857163
LA_E_8369616,0.996932
LA_E_1199713,0.158950
LA_E_2872872,0.306623
LA_E_4959445,0.153697
LA_E_9446724,0.994402
LA_E_2498668,0.704190
LA_E_9384421,0.863831
LA_E_3832721,0.852361
LA_E_8947373,0.253473
LA_E_7717354,0.945648
LA_E_5263265,0.980517
LA_E_9210351,0.981856
LA_E_3307562,0.439150
LA_E_7847156,0.969301
LA_E_3792896,0.998432
LA_E_1088448,0.960901
LA_E_2652124,0.541164
LA_E_2279421,0.783387
LA_E_8907302,0.631197
LA_E_9214344,0.363088
LA_E_7715335,0.989244
LA_E_9564954,0.358866
LA_E_7707298,0.626986
LA_E_1756170,0.363604
LA_E_9490251,0.946013
LA_E_5786535,0.000444
LA_E_1074126,0.853982
LA_E_5911808,0.967120
LA_E_8257541,0.563497
LA_E_6688919,0.136412
LA_E_2865525,0.808811
LA_E_8045366,0.653947
LA_E_5082094,0.489646
LA_E_3794458,0.262964
LA_E_4185580,0.910333
LA_E_9472752,0.983118
LA_E_7415592,0.992063
LA_E_6261614,0.894544
LA_E_4457883,0.902947
LA_E_7426157,0.430057
LA_E_1179447,0.889012
LA_E_9073394,0.411090
LA_E_9308379,0.903906
LA_E_9902881,0.408100
LA_E_3833684,0.875965
LA_E_6671550,0.308726
LA_E_7635085,0.076384
LA_E_4531493,0.521470
LA_E_9777860,0.568117
LA_E_2230880,0.442259
LA_E_5759385,0.742801
LA_E_7353690,0.229134
LA_E_9840058,0.990109
LA_E_9338394,0.953224
LA_E_3603066,0.849859
LA_E_3413192,0.986818
LA_E_1993474,0.678856
LA_E_2940521,0.008903
LA_E_7124701,0.587385
LA_E_7147401,0.755066
LA_E_5393440,0.810975
LA_E_3015790,0.096793
LA_E_3000139,0.567854
LA_E_2896123,0.971093
LA_E_3286136,0.991389
LA_E_6346778,0.937970
LA_E_9861662,0.869467
LA_E_5366641,0.241968
LA_E_2133299,0.976556
LA_E_5423495,0.452363
LA_E_7819512,0.504448
LA_E_9257030,0.755596
LA_E_1436703,0.983419
LA_E_1209085,0.948287
LA_E_2289164,0.988591
LA_E_9654132,0.945526
LA_E_7146270,0.031935
LA_E_8002530,0.910962
LA_E_4880494,0.757215
LA_E_9294309,0.998068
LA_E_6708050,0.561560
LA_E_7056845,0.959196
LA_E_3328724,0.078939
LA_E_1152707,0.989562
LA_E_7540904,0.132907
LA_E_9418014,0.967984
LA_E_9053818,0.985030
LA_E_9534087,0.157359
LA_E_3796799,0.995887
LA_E_2560318,0.111026
LA_E_9754557,0.820522
LA_E_1006250,0.960305
LA_E_4825079,0.187629
LA_E_9219120,0.863969
LA_E_6131966,0.988884
LA_E_6189842,0.852151
LA_E_1512606,0.905231
LA_E_1250963,0.445430
LA_E_3140826,0.826109
LA_E_8430388,0.385691
LA_E_7776624,0.089867
LA_E_8873169,0.948691
LA_E_8809395,0.911139
LA_E_5451340,0.690652
LA_E_7375978,0.504305
LA_E_5314041,0.697672
LA_E_5111440,0.028991
LA_E_1922252,0.017264
LA_E_7927400,0.879491
LA_E_8236480,0.176045
LA_E_6824648,0.533354
LA_E_6043253,0.630387
LA_E_8612973,0.964493
LA_E_1793801,0.347046
LA_E_9328588,0.786042
LA_E_4295592,0.993688
LA_E_7956272,0.036851
LA_E_7359425,0.662746
LA_E_7141760,0.003919
LA_E_1815301,0.971283
LA_E_8842310,0.717095
LA_E_4089787,0.778063
LA_E_4584642,0.951873
